App,Repository,SHA,Tag,TestFilePath,codeChurnTotal,codeChurnMax,codeChurnAvg,commits,Contributors,minorContributors,contributorsExperience,addLinesCount,addLinesMax,addLinesAvg,removedLinesCount,removedLinesMax,removedLinesAvg,codeChurnTotal_P,codeChurnMax_P,codeChurnAvg_P,commits_P,Contributors_P,minorContributors_P,contributorsExperience_P,addLinesCount_P,addLinesMax_P,addLinesAvg_P,removedLinesCount_P,removedLinesMax_P,removedLinesAvg_P,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,LOC,NOM,WMC,RFC,NAs,AsD,isRefactored
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,dfdd92cf5e0d7f2c6c2289b98b646dfb6cfd36c1,"1.0-pre40, 1.0-pre41",core/src/test/java/com/graphhopper/routing/ch/PrepareContractionHierarchiesTest.java,0,0,0,1,1,0,100.0,34,34,34,34,34,34,0.0,0.0,0.0,1.0,1.0,0.0,100.0,16.0,16.0,16.0,16.0,16.0,16.0,31,7,2,0,0,0,0,7,0,0,0,0,0,0,4.0,17.0,0,2,0,0,16,0,423,35,54,196,0.1,42.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,dfdd92cf5e0d7f2c6c2289b98b646dfb6cfd36c1,"1.0-pre40, 1.0-pre41",reader-osm/src/test/java/com/graphhopper/reader/osm/GraphHopperOSMTest.java,0,0,0,5,1,0,100.0,80,44,16,80,44,16,,,,,,,,,,,,,,30,25,5,0,0,0,8,0,0,0,0,2,0,0,0.0,0.0,8,1,0,4,26,0,639,39,92,506,,,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,dfdd92cf5e0d7f2c6c2289b98b646dfb6cfd36c1,"1.0-pre40, 1.0-pre41",core/src/test/java/com/graphhopper/routing/lm/PrepareLandmarksTest.java,0,0,0,2,2,0,75.0,8,6,4,8,6,4,0.0,0.0,0.0,1.0,1.0,0.0,100.0,6.0,6.0,6.0,6.0,6.0,6.0,3,2,1,0,0,0,0,2,0,0,0,2,0,0,2.0,5.0,2,0,0,1,2,0,91,3,6,41,0.21,19.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,9cd273de3ca26549e77d9b89fa7b881f3bfb63a0,"1.0-pre34, 1.0-pre35",api/src/test/java/com/graphhopper/util/GHRequestTest.java,-12,-12,-12,1,1,0,100.0,18,18,18,30,30,30,-40.0,-40.0,-40.0,1.0,1.0,0.0,100.0,38.0,38.0,38.0,78.0,78.0,78.0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,1,0,0,2,0,48,4,5,18,,,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core/src/test/java/com/graphhopper/routing/util/spatialrules/SpatialRuleLookupBuilderTest.java,-18,-18,-18,1,1,0,100.0,17,17,17,35,35,35,0.0,0.0,0.0,1.0,1.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,5,2,0,0,0,0,4,0,0,0,0,0,0,0,,,0,0,0,0,5,0,93,8,20,53,0.17,16.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core/src/test/java/com/graphhopper/routing/util/spatialrules/SpatialRuleLookupJTSTest.java,53,53,53,1,1,0,100.0,90,90,90,37,37,37,2.0,2.0,2.0,1.0,1.0,0.0,100.0,46.0,46.0,46.0,44.0,44.0,44.0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,3.0,11.0,0,0,0,0,5,0,152,17,34,45,0.19,29.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core/src/test/java/com/graphhopper/routing/ProfileResolverTest.java,0,0,0,1,1,0,100.0,21,21,21,21,21,21,-1.0,-1.0,-1.0,1.0,1.0,0.0,100.0,19.0,19.0,19.0,20.0,20.0,20.0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,5.0,12.0,0,0,0,0,5,0,77,7,13,59,0.36,28.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",isochrone/src/test/java/com/graphhopper/isochrone/algorithm/ShortestPathTreeTest.java,92,95,46,2,1,0,100.0,128,128,64,36,33,18,12.0,12.0,12.0,1.0,1.0,0.0,100.0,53.0,53.0,53.0,41.0,41.0,41.0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,5.0,9.0,0,0,0,0,5,0,87,11,18,32,,,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core/src/test/java/com/graphhopper/routing/util/AbstractFlagEncoderTest.java,-1,-1,-1,1,1,0,100.0,16,16,16,17,17,17,-4.0,-4.0,-4.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,0,0,0,1,0,19,1,1,2,0.63,12.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",reader-osm/src/test/java/com/graphhopper/reader/osm/GraphHopperOSMTest.java,-3,-3,-3,1,1,0,100.0,12,12,12,15,15,15,0.0,0.0,0.0,1.0,1.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,30,25,5,0,0,0,8,0,0,0,0,2,0,0,0.0,0.0,8,1,0,4,26,0,639,39,92,496,,,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,89014277adb6ee520e24183024e661701a62a0ea,"1.0-pre33.4, 1.0-pre34",core/src/test/java/com/graphhopper/routing/lm/LMApproximatorTest.java,-1,0,0,2,1,0,100.0,5,3,2,6,3,3,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,106,3,7,29,0.02,2.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,7bee0e42ac6b13fe707699964120ed081c6f3ff7,"1.0-pre33.3, 1.0-pre33.4",isochrone/src/test/java/com/graphhopper/isochrone/algorithm/ShortestPathTreeTest.java,44,25,6,8,1,0,100.0,134,32,17,90,41,11,-124.0,2.0,-12.0,10.0,1.0,0.0,100.0,127.0,36.0,13.0,251.0,86.0,25.0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,0,0,0,0,3,0,45,6,7,11,,,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,7bee0e42ac6b13fe707699964120ed081c6f3ff7,"1.0-pre33.3, 1.0-pre33.4",reader-gtfs/src/test/java/com/graphhopper/reader/gtfs/TransfersTest.java,81,75,40,2,1,0,100.0,102,75,51,21,21,10,13.0,7.0,6.0,2.0,1.0,0.0,100.0,25.0,19.0,12.0,12.0,12.0,6.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,2,0,37,3,8,13,0.46,17.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,b27ced4b5d65432829c4b9e0d4512c5c129b423e,"1.0-pre33, 1.0-pre33.2",core/src/test/java/com/graphhopper/routing/AlternativeRouteTest.java,4,4,4,1,1,0,100.0,5,5,5,1,1,1,2.0,2.0,2.0,1.0,1.0,0.0,100.0,2.0,2.0,2.0,0.0,0.0,0.0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,3.0,14.0,0,0,0,0,3,0,93,7,10,50,0.15,14.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,198c8ede19599dbe9fe92b9b6755dee3d348a244,"1.0-pre29, 1.0-pre30",core/src/test/java/com/graphhopper/reader/dem/HeightTileTest.java,26,26,26,1,1,0,100.0,49,49,49,23,23,23,6.0,6.0,6.0,1.0,1.0,0.0,100.0,49.0,49.0,49.0,43.0,43.0,43.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,39.0,3,0,0,0,3,0,97,6,9,24,0.37,36.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,198c8ede19599dbe9fe92b9b6755dee3d348a244,"1.0-pre29, 1.0-pre30",core/src/test/java/com/graphhopper/routing/querygraph/QueryGraphTest.java,0,0,0,2,2,0,85.19,27,23,14,27,23,14,0.0,0.0,0.0,1.0,1.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,30,12,1,0,0,0,0,19,0,0,0,2,0,0,16.0,64.0,10,0,0,0,19,0,506,30,46,310,0.3,153.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,198c8ede19599dbe9fe92b9b6755dee3d348a244,"1.0-pre29, 1.0-pre30",core/src/test/java/com/graphhopper/routing/util/NameSimilarityEdgeFilterTest.java,-6,1,-3,2,1,0,100.0,15,13,8,21,20,10,-1.0,-1.0,-1.0,1.0,1.0,0.0,100.0,5.0,5.0,5.0,6.0,6.0,6.0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,8.0,48.0,3,0,0,0,9,0,166,17,30,48,0.33,55.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,74df25083498c778554b16db19b51764a4ba8927,"1.0-pre27, 1.0-pre28",core/src/test/java/com/graphhopper/routing/util/Car4WDFlagEncoderTest.java,1,1,1,1,1,0,100.0,1,1,1,0,0,0,,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1,0,79,2,6,10,0.25,20.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,74df25083498c778554b16db19b51764a4ba8927,"1.0-pre27, 1.0-pre28",core/src/test/java/com/graphhopper/routing/ch/EdgeBasedNodeContractorTest.java,0,0,0,3,2,0,71.43,7,5,2,7,5,2,,,,,,,,,,,,,,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,62,0,0,63,0,906,84,105,405,0.0,3.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,74df25083498c778554b16db19b51764a4ba8927,"1.0-pre27, 1.0-pre28",core/src/test/java/com/graphhopper/storage/TurnCostStorageTest.java,30,40,6,5,3,0,50.0,121,73,24,91,37,18,52.0,93.0,10.0,5.0,3.0,0.0,56.8,129.0,101.0,26.0,77.0,57.0,15.0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,3.0,39.0,2,0,0,0,3,0,90,5,10,42,0.17,15.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,4c29eeeb5030c60d4c917f56c3f1e26d7203a332,"1.0-pre25, 1.0-pre26",core/src/test/java/com/graphhopper/routing/util/NameSimilarityEdgeFilterTest.java,68,68,68,1,1,0,100.0,71,71,71,3,3,3,21.0,21.0,21.0,1.0,1.0,0.0,100.0,24.0,24.0,24.0,3.0,3.0,3.0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,8.0,48.0,3,0,0,0,9,0,170,19,34,46,0.32,55.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,e656101c0208f9b45d8d65486fff97c8c8b28e38,"1.0-pre24, 1.0-pre25",core/src/test/java/com/graphhopper/routing/weighting/BlockAreaWeightingTest.java,25,25,25,1,1,0,100.0,32,32,32,7,7,7,6.0,6.0,6.0,1.0,1.0,0.0,100.0,6.0,6.0,6.0,0.0,0.0,0.0,4,1,1,0,0,0,0,3,0,0,0,0,0,0,3.0,6.0,1,0,0,0,3,0,53,4,7,25,0.13,7.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,e656101c0208f9b45d8d65486fff97c8c8b28e38,"1.0-pre24, 1.0-pre25",core/src/test/java/com/graphhopper/routing/lm/LMPreparationHandlerTest.java,1,2,0,2,1,0,100.0,23,22,12,22,20,11,-43.0,-11.0,-14.0,3.0,1.0,0.0,100.0,40.0,27.0,13.0,83.0,38.0,28.0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.0,0,0,0,0,3,0,22,3,3,12,0.18,4.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,e656101c0208f9b45d8d65486fff97c8c8b28e38,"1.0-pre24, 1.0-pre25",reader-osm/src/test/java/com/graphhopper/reader/osm/GraphHopperOSMTest.java,21,47,10,2,1,0,100.0,77,64,38,56,39,28,3.0,2.0,2.0,2.0,2.0,0.0,61.29,17.0,10.0,8.0,14.0,9.0,7.0,30,25,5,0,0,0,8,0,0,0,0,1,0,0,0.0,0.0,8,1,0,4,26,0,622,37,86,468,,,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,a05de4b10f1135a980e0c23dad41dec0899ca9ae,"1.0-pre23, 1.0-pre24",reader-osm/src/test/java/com/graphhopper/reader/osm/GraphHopperOSMTest.java,29,55,14,2,1,0,100.0,147,134,74,118,79,59,,,,,,,,,,,,,,30,24,4,0,0,0,8,0,0,0,0,1,0,0,0.0,0.0,8,1,0,4,26,0,618,37,85,444,,,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,a05de4b10f1135a980e0c23dad41dec0899ca9ae,"1.0-pre23, 1.0-pre24",core/src/test/java/com/graphhopper/routing/ch/CHPreparationHandlerTest.java,0,0,0,1,1,0,100.0,4,4,4,4,4,4,-16.0,-16.0,-16.0,1.0,1.0,0.0,100.0,3.0,3.0,3.0,19.0,19.0,19.0,8,1,1,0,0,0,0,6,0,0,0,0,0,0,5.0,23.0,0,0,0,0,6,0,75,8,15,30,0.04,3.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,65bea04dfa3c764e3f611224d097aafd1a5ba28c,"1.0-pre21, 1.0-pre22",core/src/test/java/com/graphhopper/routing/lm/LandmarkStorageTest.java,0,0,0,1,1,0,100.0,11,11,11,11,11,11,0.0,0.0,0.0,1.0,1.0,0.0,100.0,7.0,7.0,7.0,7.0,7.0,7.0,9,6,0,0,0,0,0,7,0,0,0,4,0,0,7.0,23.0,2,0,0,0,7,0,142,19,36,58,0.12,17.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,65bea04dfa3c764e3f611224d097aafd1a5ba28c,"1.0-pre21, 1.0-pre22",core/src/test/java/com/graphhopper/routing/lm/PrepareLandmarksTest.java,2,2,2,1,1,0,100.0,6,6,6,4,4,4,0.0,0.0,0.0,1.0,1.0,0.0,100.0,9.0,9.0,9.0,9.0,9.0,9.0,3,2,1,0,0,0,0,2,0,0,0,2,0,0,2.0,5.0,2,0,0,1,2,0,92,3,6,39,0.21,19.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core/src/test/java/com/graphhopper/routing/lm/LandmarkStorageTest.java,0,0,0,1,1,0,100.0,3,3,3,3,3,3,,,,,,,,,,,,,,9,6,0,0,0,0,0,7,0,0,0,4,0,0,7.0,23.0,2,0,0,0,7,0,142,19,36,58,0.12,17.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core/src/test/java/com/graphhopper/routing/PathTest.java,30,41,15,2,2,0,53.75,55,42,28,25,24,12,0.0,0.0,0.0,1.0,1.0,0.0,100.0,4.0,4.0,4.0,4.0,4.0,4.0,34,31,2,0,0,0,0,0,0,0,0,1,0,0,,,5,0,0,0,31,0,727,34,44,375,0.22,163.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core/src/test/java/com/graphhopper/storage/GraphHopperStorageTest.java,41,41,41,1,1,0,100.0,42,42,42,1,1,1,-5.0,1.0,-2.0,2.0,1.0,0.0,100.0,10.0,10.0,5.0,15.0,9.0,8.0,16,8,0,0,0,0,3,0,0,0,0,1,0,0,12.0,64.0,4,1,0,1,12,0,222,16,22,148,0.28,63.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",core/src/test/java/com/graphhopper/routing/util/spatialrules/SpatialRuleLookupBuilderTest.java,76,64,38,2,2,0,53.01,121,76,60,45,33,22,10.0,10.0,10.0,1.0,1.0,0.0,100.0,52.0,52.0,52.0,42.0,42.0,42.0,6,2,1,0,0,0,5,0,0,0,0,0,0,0,,,0,0,0,0,6,0,110,12,31,55,0.15,16.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,76f768c68bf2cbd43e665480c23db2406adfdcdf,"1.0-pre20, 1.0-pre21",reader-osm/src/test/java/com/graphhopper/reader/osm/GraphHopperOSMTest.java,-61,1,-12,5,1,0,100.0,90,45,18,151,82,30,4.0,2.0,2.0,2.0,2.0,0.0,66.67,11.0,7.0,6.0,7.0,5.0,4.0,30,24,4,0,0,0,8,0,0,0,0,1,0,0,0.0,0.0,8,1,0,4,26,0,595,37,85,425,,,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,7acdcf934c362ec956e2d0bc1978d5dc1df17afa,"1.0-pre18, 1.0-pre19",core/src/test/java/com/graphhopper/routing/querygraph/QueryGraphTest.java,0,0,0,2,1,0,100.0,8,7,4,8,7,4,3.0,3.0,3.0,1.0,1.0,0.0,100.0,8.0,8.0,8.0,5.0,5.0,5.0,30,12,1,0,0,0,0,19,0,0,0,2,0,0,16.0,64.0,10,0,0,0,19,0,508,30,46,312,0.3,153.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,7acdcf934c362ec956e2d0bc1978d5dc1df17afa,"1.0-pre18, 1.0-pre19",core/src/test/java/com/graphhopper/routing/weighting/FastestWeightingTest.java,43,43,43,1,1,0,100.0,45,45,45,2,2,2,10.0,10.0,10.0,1.0,1.0,0.0,100.0,18.0,18.0,18.0,8.0,8.0,8.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,8.0,2,0,0,0,7,0,71,8,8,53,0.2,14.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,7acdcf934c362ec956e2d0bc1978d5dc1df17afa,"1.0-pre18, 1.0-pre19",core/src/test/java/com/graphhopper/storage/GraphEdgeIdFinderTest.java,1,1,1,1,1,0,100.0,27,27,27,26,26,26,18.0,18.0,18.0,1.0,1.0,0.0,100.0,34.0,34.0,34.0,16.0,16.0,16.0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,2.0,4.0,1,0,0,0,2,0,39,3,5,17,0.21,8.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,03dd6d4ec9320a9ec11677006777b5e3a63ae6b2,"1.0-pre13, 1.0-pre14",reader-osm/src/test/java/com/graphhopper/reader/osm/OSMReaderTest.java,-1,-1,-1,1,1,0,100.0,2,2,2,3,3,3,,,,,,,,,,,,,,33,20,1,0,0,0,0,0,0,0,0,2,0,0,2.0,2.0,13,2,0,1,28,0,707,46,78,390,,,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core/src/test/java/com/graphhopper/storage/GraphHopperStorageTest.java,0,0,0,1,1,0,100.0,3,3,3,3,3,3,3.0,7.0,1.0,3.0,1.0,0.0,100.0,39.0,21.0,13.0,36.0,19.0,12.0,15,7,0,0,0,0,4,0,0,0,0,1,0,0,11.0,51.0,3,1,0,0,11,0,192,15,22,127,0.3,57.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core/src/test/java/com/graphhopper/routing/AStarBidirectionTest.java,-29,-29,-29,1,1,0,100.0,16,16,16,45,45,45,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,1,0,35,3,3,9,0.11,4.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core/src/test/java/com/graphhopper/routing/DijkstraBidirectionCHTest.java,-3,0,-1,3,1,0,100.0,68,61,23,71,62,24,,,,,,,,,,,,,,10,4,1,1,0,0,0,0,0,0,0,3,0,0,3.0,9.0,1,2,0,0,6,0,160,11,18,103,0.14,22.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,e2141489dae0c37764a2346e8dfe43f1d36d9186,"1.0-pre12, 1.0-pre13",core/src/test/java/com/graphhopper/routing/DijkstraOneToManyTest.java,-35,-35,-35,1,1,0,100.0,45,45,45,80,80,80,,,,,,,,,,,,,,11,6,0,1,0,0,0,0,0,0,0,0,0,0,5.0,11.0,2,0,0,0,6,0,130,14,21,56,0.15,19.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core/src/test/java/com/graphhopper/storage/index/LocationIndexTreeTest.java,3,3,3,1,1,0,100.0,5,5,5,2,2,2,,,,,,,,,,,,,,20,11,3,0,0,0,0,0,0,0,0,0,0,0,6.0,16.0,3,0,0,0,14,0,389,22,36,180,0.14,56.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core/src/test/java/com/graphhopper/routing/ch/PrepareContractionHierarchiesTest.java,-41,3,-20,2,1,0,100.0,35,26,18,76,70,38,4.0,4.0,4.0,1.0,1.0,0.0,100.0,36.0,36.0,36.0,32.0,32.0,32.0,31,7,2,0,0,0,0,7,0,0,0,0,0,0,4.0,17.0,0,2,0,0,16,0,424,35,54,189,0.1,42.0,False
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core/src/test/java/com/graphhopper/routing/ch/EdgeBasedNodeContractorTest.java,0,0,0,1,1,0,100.0,3,3,3,3,3,3,-5.0,0.0,-2.0,2.0,1.0,0.0,100.0,55.0,52.0,28.0,60.0,57.0,30.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,62,0,0,63,0,908,84,105,399,0.0,3.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core/src/test/java/com/graphhopper/routing/ch/EdgeBasedWitnessPathSearcherTest.java,1,1,0,2,1,0,100.0,12,7,6,11,7,6,-4.0,0.0,-2.0,2.0,1.0,0.0,100.0,18.0,16.0,9.0,22.0,20.0,11.0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,4.0,8.0,0,0,0,0,4,0,107,8,12,42,0.08,9.0,True
graphhopper/graphhopper,https://github.com/graphhopper/graphhopper.git,1e1469d86964a63b5bc9fe52904505767b1274d6,"1.0-pre10, 1.0-pre11",core/src/test/java/com/graphhopper/routing/ch/NodeBasedNodeContractorTest.java,-2,-2,-2,1,1,0,100.0,31,31,31,33,33,33,-14.0,6.0,-7.0,2.0,1.0,0.0,100.0,39.0,20.0,20.0,53.0,40.0,26.0,28,4,1,0,0,0,0,0,0,0,0,0,0,0,1.0,9.0,1,8,0,0,14,0,363,28,42,170,0.05,18.0,True
